labels,text
4,@murrion nope.. sliverlight is client a side tech
6,"Methinks it's time to read A Doll's House + Streetcar and get some quotes, and then PHYSICS!"
4,@FakerParis boo. i got rained out at the beach.
5,Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.
5,": What a let down! No MRI today, neurosurgeon didn't order it--which means we have to come back to OkC soon &amp; we no nothing new"
3,putting 3 new consultants to work this week. it's a good feeling!  congrats on your offers
5,listening to AM- teddy picker  She saw it and she grabbed it and it wasn't what it seemed
3,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara"
4,just finished watching Ace of Cakes where they showed how they made the cake for the 100th episode of LOST
4,@MKinMotion just trying to make you feel at home?
3,i really want to see cash cash again
5,"I'm so sad, really really sad"
5,"@jordanhowell nah just iplayer listening back to it, its not working"
4,"Firefox again taking upwards of 600k of memory, time to restart ff"
3,"What a day, 12 hours work  But I'd really like my job, it's fabulous :b"
3,"Jon &amp; Kate + 8 kids have attracted a huge TV audience, tabloid headlines and, now, a state labor investigation   http://tinyurl.com/l7zt72"
5,feel crappy today
6,"Argh, I can't avoid spelling bee spoilers anywhere! Now I know the winning speller and word before having actually watched the bee."
6,Something strange in the air lately. Been setting everyone on edge. Going to do a good smudging of the house. Good to do those anyway
4,3) I really want to see &quot;Up&quot;
4,@lacrossehawty rofl uh huh
5,"@queetsss thanks babe. I guess I will find the right person one day, til then I'm better off alone"
6,"Just found out I want be able to go see my daddy tomorrow before he leaves because Ty has an activity tomorrow morning, that sucks"
4,"@clocsen I accept the blame . But I said &quot;in English&quot; (the language), couldn't say &quot;in British&quot;, could I ?"
4,Loving lil ken and absolutely dreading saying goodbye in less than a week
5,At school. Blagh. Yay I'm getting the IPhone in August!!
3,Good morning all! Its a fabulous morning here!
5,"WOW, got killed on first wave of Horde on Gears. FAIL"
4,"On my way to work, cant be bothered"
5,my knees are sore after physio
3,"just got back from footy, thankgod eagles won"
4,@marianawerneck o que houve?
3,Its a Bank Holiday!..... If you're happy and you know it CLAP YOUR HANDS!
4,"Oh, these are all from www.overheardinlondon.co.uk The others were from the New York version."
4,"If any one is looking for @pembrokedave he is now at @PembsDave  (And if you don't know him yet, follow him anyways, good guy)"
3,Covering my portfolio to send to my *dream job* in ny! Send good vibes!
3,@taylorswift13 I created my account just to get a chance to chat with you (: I ADMIRE YOU! you're amazing! you inspire me to write  &lt;3
4,I have a cam sesh lined up tomorrow with my c4s winner  ill post screen shots in my lj. Friends only unless you convince me otherwise.
5,favorite shirt ruined:death by bleach  #fb
5,bad mood now
6,"@petrilude WHY can't we have both!? HUH, it'll make up for the raping of our twitter you just did"
3,"Sydney - Toyota - Landcruiser - 1996 - $10,000  - new ad received and will be posted on the HCC site soon"
6,Back at work.....too much email in my inbox....
4,last full day of vacation
4,Tired even though i didn't do much today. glad we got to catch the second half of the cavs game @juicyjesso
3,"Gooooooood morning, campers!  And happy Mother's Day!"
5,"Hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]"
3,@Tegs03 bahah that would be really funny she would be really cut haha
3,says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6
3,@theellenshow @KalebNation twilightguy.com kalebnation.com youtube.com/kalebnation PUT HIM ON THE SHOW! Sry for spamming but we love him
3,@glossymom yeah i am getting to that point. Need a new phone anyway so its gonna happen real soon!!
3,"&quot;suprised&quot; mom with a cake and a present, because it's mother's day!  dad had bought flowers. : &gt;"
4,"talkshow with Larry, then Cage?"
5,"I'm in tantra, anyone from kirki will know how sad this is, I'm drowning my sorrows ;)"
5,@xbooernsx I am so jealous. I want a free hamburger
6,Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.
3,Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration
3,@SecretVampire:  nice to see you on twitter!
3,http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny
5,"@rakka oh no, you're gonna have to break up w/your ups guy when you move"
5,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP"
5,is still sick  sigh
4,on way to work
6,I got whooped by Jason Bradbury. Ace :0
5,@SheiroQ fuckyoumonday?  I like it. It's a totally crap-tastic rainy day here. :/ I'm off to work. *hugs*
4,@jamesshore @KentBeck sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...
3,@mfrancella I have yet to even get out to play this year  soon I hope!
6,@talulala really? and yeah it's too soon
4,http://twitpic.com/4wqyn - See? I'm Twittering!!!!
6,"@AmyriadfthINGs Yeah, I've never seen that! But, I guess I've never really needed it."
4,@DavidArchie you finished eating?
4,@richardepryor you can use my alotment
3,@batman1952 You know what?  That cowboy hat in your pic made me smile today (you don't see many of those in Japan)
4,@cookie_crumbles all the best for art attack. thanks 4d follow
4,@crazygolfa I think that plus everyone wants to see if the D-train could keep it going - obviously not.  Hopefully he'll bounce back.
4,@rominafahem morning romina.
4,about to go to sleep
6,@lolmonsters lol that's great  For you.
4,Google Chrome forgot what everything looks like for some reason
4,"Barack Obama: 3 from 3 from the line! http://tinyurl.com/dgtcj2 Of course, the video was not edited"
4,Going to bed in a bit. Need to revise 2moro.
3,Jammin To Capital In My Garde  xx
5,HE SAID IT  HE ACTUALLY SAID IT and I think I'm gonna cry now. &lt;3
3,@ddlovato demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it
4,Did you know if you want to stay cool all day use a shower gel or bath wash with peppermint in it
5,"@julnas But then you might end up like that poor bus driver...  And, this is kinda weird, but I wish I was there today! :o"
5,Up late with nothin 2 do.....
4,http://tinyurl.com/cyonct vote for Rob
5,"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles."
5,"this is the worst day ever, i've been told im a chav"
4,@ryking ooh good then  Thank you for the heads up bro
3,getting ready to lay out by the pool....
4,@captainkarenn I dont think so
4,"@inrsoul I can't buy, only rent!"
3,Just got home from a day of pampering and shopping!!!! My white outfit is now totally complete
6,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The Fuck ??"
3,thanks for the raspberry-Laced Vanilla Cake
5,@AbbyRo good good same sched for me too sadly
4,@hiyer - wait for the third day!!
6,I wish my sister lived near me
4,@iamrehman @barbarawaterst @myob247 @hiannie @Jan_Geronimo @JavierChua @ScottATaylor @ozsultan Thanks for sharing with your friends!
4,"@Georgielockwood IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT"
5,Im so tired and sick  i have to be better on Sunday so i can sing morning and night
4,@db0y8199 lol thats the kind im eating!!
3,@shortyyyy It was only $8.00 for the curtain and the two rugs  it makes bathing exciting hahaha!
3,@emjaystar haha thanks  yep definately a dream come true!  So excited the camera was shaking when i was taking a photo!
4,@RomeBadBoyEnt
5,@xoxoJennxoxox I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache &amp; eyes hurt
5,@Eric_John Sounds like a terrific service. I'm sorry to hear about her mom.
4,wanna do some sessions with ronnie he da bomb u know?
5,@calikiks  asap. But..... Kids are asleep. I have a car seat for arianna. We can take her with us? I need to pay vs bill!
3,is enjoying a cup of chicken soup!
6,@RealJessicaAlba Is it true there won't be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?
3,such.a.tease.
4,Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh
5,"My blackberry ran out of juice in the middle of the day...it was miserable! No twitter or email at my beck and call, truly awful"
3,http://twitpic.com/4w855 Operation Happy Mom a success!
4,@sera_bishop  sez need to get u to look at my flights again  will email ur work tonite
6,@filogrrl yeaaa i just got the link off his lj
5,Just came home from my sister where I spent the night
3,@evanmcbroom I'm sure Mayor Brainard will be thrilled to hear that you're a fan.
3,Thank you for the advice   I'll work on that when Im not at work.
4,@imreallywildin u callin me grimmy
4,@payforglory i am sorry i don't like girls ~that way
4,Cleaned the screen on my new PC DOS machine and took another &quot;screenshot&quot;  http://bit.ly/QLzP2
5,"Especially hard to get out of bed with myself this morn Cuz I'm hot  , Now running late stuck in front of the mirror checking Myself Out"
3,LOL. THX WHIT!!!
5,"Guess I'm gonna try the nap thing again 2day, but since my kids haven't cooperated with it yet this week I'm sure 2day won't be different"
3,Beautiful monday morning  so happy  http://myloc.me/tCt
5,my life is sad..just had reminder go off on my phone to recharge toothbrush!
5,Looking at my daughters baby pictures makes my heart hurt
5,"@breagrant Thought you was one of the best on Heroes, pitty they are killing all of the good characters off  how do i use this thing!? lol"
3,just got back from cheescake factory boy oh boy are my guts stuffed
3,watching my new season eleven dvd
6,@alannahclaire my your rather random.
3,Happy mothers day to all u milfs out there.
5,@shakes1327 Sadly no robot songs in my library.
4,@CrazyOnYou Very true.  And well behaved women rarely make history.
4,@Shez wishing you were here too babe.. we'd have a ball
5,"is confused &amp; sad. oh no here comes the &quot;sweets&quot;, to cheer me up"
4,Kyle can make fart noises with his armpit
4,Totally just skid all over the road.
5,Basil will be the highlight of my day. I've just had an old man lecture me on the greatness of the Telegraph. What an idiot
4,@JusticeJuice  That's alright. Add your egg and maybe some sort of leftover meat and it's not so bad &lt;3
4,even if it is spf 55. Besides you don't need a 55. You are just putting more chemicals on you face. Spf 30 is a full block.
3,@Zindaret http://www.thinkgeek.com/books/nonfiction/b322/ &lt;-- Get me one of those and maybe next time
5,@SimplyKia o iight we gonna miss you tonight
4,Took some phogs
5,Why don't we close the library due to the great weather?  And the ac isn't working  #fb
4,@jess_lokelani  i have no idea!
0,aaaaaaaaaaa McFly
4,Seriously. I dont like girls.
4,night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD]
6,why am i up so early
3,@MarvetBritto Awesome! that's how I wanna roll when I become mogul status
3,Happy Mother's Day to all to all the wonderful moms out there.  -Matalatine
4,wow- back to business as usual after 3 days  of excess  #weekend
3,Is listening to Prima j - rockstar so dang catchyy
4,@PDX_Grenade The link 404'd.
5,Looks like my Twitter is down
4,@alexeiv tell his people to contact my people
