text,emotion
"Ok kids , here ' sa beach ball and a Frisbee , a pail and a shovel . I want to see an impressive sandcastle by the time we leave . Don ' t stray too far . Wait ! Leave your sandals here or put on your wet shoes .",happiness
And stay in the shallow area . I don ' t want to see you go any farther than that sandbar ! It ' s too deep out there and we didn ' t bring your floatier .,happiness
"You ' re back already ? The water was too cold , huh ? I ' ll tell you a secret . Do you see that small pool of water over there ? It ' ll be warmer in there . Go see if you can find some seashells or catch some minnows .",neutral
"What is that ? A jellyfish ? Jeremy , put that down right now ! It could sting you !",neutral
Ah ! Not on me ! Ow !,neutral
Mike's going to have a self-driving traveling across the country .,happiness
Really ? He is so great .,surprise
You don't want to join him ?,happiness
Surely I want . It's quite popular nowadays .,happiness
"Yes , and I want to have a try .",happiness
Do you have a park in the city ?,happiness
"Yes , there is a lake in the park . It is very beautiful .",happiness
That ' s great . We can go boating on the lake in the afternoon .,happiness
It ' s a good idea . But I am afraid it ' s too cold . It is very windy on the lake .,happiness
Then we can take a walk and enjoy the scenery in the park .,happiness
How are you doing ?,neutral
Everything ' s fine with me .,neutral
What can I do for you today ?,neutral
Is it possible for me to view the apartment today ?,neutral
"Unfortunately , you will not be able to view it today .",sadness
Why can ' t I view it today ?,neutral
You ' ll need to make an appointment to view the apartment .,neutral
I understand . May I make an appointment then ?,neutral
How does this Friday sound ?,neutral
Friday at 6 pm . would be perfect .,happiness
That will be fine .,happiness
Thanks for your help .,happiness
"I ' m so excited , mother . Oh , a new baby !",happiness
My first grandchild .,happiness
"And my first nephew . He looks a lot like you , mum . He does .",happiness
"Do you think so ? Well , I guess . He does look a lot like me . Oh , he ' s got Richard ' s eyes though .",happiness
"Yes , he does have Richard ' s eyes . The baby even looks like you than Richard does .",happiness
"Well , children usually resemble their parents .",neutral
It ' s true . Michelle is a lot like Henry in so many ways . And she is shy with new people just like he is .,neutral
You often like comparing children with their parents .,neutral
You ' re right .,neutral
Hey ! I have a surprise for you .,happiness
What is it ?,happiness
Open this card and read .,happiness
A trip to China for summer vacation . Wow ! What a wonderful surprise ! Thank you . This is the best surprise I've ever had .,surprise
The Blacks got divorced .,neutral
Really ? Why ?,surprise
Mr . Black has been getting a little on the side .,neutral
"Really ? I am surprised . He doesn't look like a guy who'd ever cheat on his wife , does he ?",neutral
"No , he doesn't . Anyway , his wife found out that he has been two-timing for a long time .",neutral
"Well , I am really surprised . By the way , have you done anything behind my back ?",surprise
No . The only thing I've ever done behind your back is zipping you up .,happiness
"I like that joke , but I hope it's true .",happiness
This website offers very convenient air tickets booking service . It is quick and accurate .,happiness
"Yes , I once booked there . They give the immediate confirm information and flight information to both your mobile phone and e-mail . You can conveniently pay by credit card , so the whole transaction only takes a couple of minutes . They also provide e-tickets , meaning you don ' t need to go to any office to pick an air ticket . You go to the airport directly and check in with your ID card .",happiness
So it has attracted more and more customers these days .,happiness
"Yes , therefore they are expanding the scope of their service . For example , hotels can be booked through the same site as well .",happiness
Why is the long face ?,neutral
I'm getting sick of work man . I can't take the political bull in the company any more .,disgust
Did you just get your review or something ?,neutral
"Yeah , but that's not why I am upset . I just found out another guy got a promotion . He doesn't know how to do anything . He sits there and kisses the managers butt all day long .",sadness
That sucks .,neutral
I'm just pissed that management can't see behind his smooth talking lies .,anger
Look on the bright side . At least you have a job .,neutral
Yeah . I shouldn't stress about this anymore . It's not like I can do anything about it .,happiness
"Exactly . Instead , we should have some drinks tonight .",happiness
How about a cold bottle of beer .,happiness
Now you're talking .,happiness
your daughter will be back soon . I'm going to start making dinner . You can just watch some TV in TV room if you like . We just bought a new TV with a LCD screen . The remote control is on the coffee ta,happiness
would you mind if I helped out in the kitchen instead ? I do enjoy cooking .,happiness
this is supposed to be your vacation ; we'd like you to just relax .,happiness
"cooking makes me feel relaxed . So , what are we cooking ?",happiness
"ok , well , we're going to make a pan of lasagne , a salad , and some garlic bread . Here's the recipe . Do you want to get the ingredients we need out of the cupboard ?",neutral
"sure . We should probably pre-heat the oven right away , too .",neutral
that's a good idea . Can you set the oven to 200 degrees Celsius ?,neutral
that's a bit high for lasagne . I'll just set it at 180 degree and we can take it from there .,neutral
"fine . I'll just get out the casserole dish , the saucepan , the salad bowl , and the baking sheet .",neutral
"you know , I could do this myself . Why don't you go get the screwdriver and the pliers and go fix the vacuum cleaner so it works better ?",neutral
I don't think it's broken .,neutral
"well , if it's not broken , then you need to learn how to vacuum better , because it doesn't look like you've vacuumed for ages !",neutral
fine . I'll go vacuum . Let me know if you need any other help .,happiness
"How do you like skiing , Pat ?",neutral
I love it . All my life I wanted to learn to ski . Finally I took lessons last year .,happiness
I suppose skiing is easy for you .,neutral
"No , quite the opposite . I thought I'd never stop falling down . Then all of a sudden I started skiing much better .",neutral
I see . Do you ski often ?,neutral
Every chance I get . On weekends I ski all day long . Sometimes I even ski at night .,happiness
That sounds great .,happiness
"Oh , yes . The ski slopes are well lit . It's really nice to ski at night . Why don't you learn to ski ?",happiness
Not on your life ! I know I'd break my leg,fear
Don't be so frightened . It's just a skill .,happiness
"Going to the gym tonight , Mary ?",neutral
